レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010301,2026.8.1,土,札幌,1札3,1,,未勝利,ダート,1000,,2,稍(暫定),曇(暫定),12,10:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハヤテノオジョー,,牝,3,3,7,14,盛岡,T,1700,稍,3,2,アンバ,----,先行,9,5,10,京都,T,1600,良,11,10,未勝利,35.4,先行,連,5,2,京都,T,1600,稍,8,8,未勝利・牝,35.3,逃げ,9,3,1,中山,T,1600,良,6,10,１勝ｸﾗｽ*,35.1,先行,3,2,8,小倉,T,1200,良,8,9,未勝利・牝,35.3,中団,14
2,,2,,,,,ディープマウンテン,,牝,3,2,7,18,函館,D,1700,良,12,13,未勝利,39.2,中団,2,7,4,函館,D,1700,良,外,--,未勝利,----,,9,5,3,東京,D,1600,稍,7,12,未勝利・牝,38.9,先行,3,4,11,中山,D,1800,重,6,10,未勝利,40.7,先行,3,3,22,中京,T,2000,良,13,7,未勝利,36.7,中団,14
3,,3,,,,,ライフイズカラフル,,牡,3,6,6,20,阪神,T,1800,稍,7,9,未勝利,35.1,先行,8,4,25,京都,D,1400,稍,8,4,未勝利,39.7,先行,2,4,11,阪神,D,1400,重,5,5,未勝利,38.6,先行,8,2,15,小倉,D,1700,稍,3,7,未勝利,38.6,逃げ,3,1,25,京都,D,1900,良,5,8,未勝利,39.2,先行,初
4,,4,,,,,ボーントゥラブユー,,牝,3,3,7,12,函館,T,2000,重,12,3,未勝利・牝,41.2,逃げ,連,7,4,函館,T,1800,良,6,7,未勝利,35.1,先行,3,6,14,函館,T,2000,良,5,8,未勝利,36.3,先行,4,5,16,東京,T,2000,良,5,6,未勝利・牝,34.1,先行,4,4,18,福島,T,2000,良,7,7,未勝利・牝,36.2,中団,11
5,,5,,,,,サウンドファミリエ,,牝,3,3,7,12,函館,T,2000,重,2,9,未勝利・牝,38.3,先行,3,6,20,函館,T,1800,良,7,15,未勝利・牝,36.2,ﾏｸﾘ,7,5,3,新潟,T,2000,稍,6,16,未勝利・牝,35.5,後方,11,2,15,京都,T,2000,良,8,13,未勝利・牝,36.4,中団,8,12,20,中山,T,1800,良,11,15,新馬・牝,35.3,後方,初
5,,6,,,,,サトノフレア,,牡,3,31,12,27,中山,T,2000,良,16,2,未勝利*,38.2,先行,6,11,15,東京,T,1800,良,2,1,新馬,33.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,モンロワイヤル,,牡,3,2,7,18,函館,D,1700,良,6,1,未勝利,38.4,中団,3,6,28,小倉,T,1800,良,3,1,未勝利,36.3,先行,8,5,3,新潟,T,1800,良,5,2,未勝利,33.9,先行,2,4,18,福島,T,1800,良,3,4,未勝利・若,34.2,差し,9,2,15,小倉,T,1800,稍,3,6,未勝利,35.5,先行,10
6,,8,,,,,マリノリュミエール,,牝,3,2,7,19,函館,T,1200,重,9,4,未勝利,35.7,中団,8,5,23,新潟,T,1400,稍,7,10,未勝利,35.1,後方,3,5,2,新潟,T,1400,稍,3,14,未勝利,37.0,差し,19,12,20,中山,D,1800,良,13,14,未勝利・牝*,41.4,後方,7,11,2,東京,T,1600,良,9,6,未勝利*,35.3,後方,8
7,,9,,,,,フォルストランキル,,牝,3,連,7,25,札幌,T,1800,良,7,7,未勝利,35.2,中団,2,7,12,函館,T,1200,重,13,6,未勝利,36.6,中団,3,6,21,阪神,T,1600,稍,15,2,未勝利・牝,37.9,先行,11,4,4,阪神,T,1800,良,6,3,未勝利,34.4,先行,3,3,15,中京,T,1600,良,2,6,未勝利・牝,34.0,差し,初
7,,10,,,,,ヒメヒオウギ,,牝,3,4,7,4,函館,T,1800,良,4,5,未勝利,34.4,差し,3,6,14,函館,T,2000,良,4,11,未勝利,35.6,差し,5,5,9,京都,T,2000,良,6,9,未勝利・牝,34.7,先行,3,4,19,阪神,T,2000,良,5,11,未勝利・牝,34.9,先行,4,3,21,阪神,T,1600,良,13,13,未勝利,33.9,後方,8
8,B,11,,,,,コスモクラシック,,牡,3,2,7,18,函館,T,1800,良,3,9,未勝利,36.9,先行,連,7,11,函館,T,1800,稍,11,8,未勝利,36.6,先行,3,6,21,函館,T,1800,良,3,9,未勝利,36.0,先行,10,4,12,福島,T,1800,良,15,3,未勝利,36.8,先行,20,11,22,福島,T,1800,良,13,5,未勝利*,37.0,中団,2
8,,12,,,,,マンサニージャ,,牝,3,3,7,11,函館,T,1800,稍,7,2,未勝利,35.7,中団,2,6,27,函館,T,1800,稍,3,4,未勝利,35.1,差し,2,6,14,函館,T,1800,良,6,6,未勝利,35.1,中団,9,4,11,中山,T,1600,良,6,7,未勝利,34.9,中団,4,3,14,中山,T,1600,良,3,5,未勝利,35.2,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010308,2026.8.1,土,札幌,1札3,8,,1勝,ダート,1700,,4,稍(暫定),曇(暫定),14,13:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エタンセル,,牡,3,11,5,17,新潟,D,1800,良,1,1,未勝利,37.6,先行,4,4,18,福島,D,1700,良,2,1,未勝利,37.6,先行,3,3,29,中山,D,1800,稍,2,2,未勝利,41.1,逃げ,3,3,7,中山,D,1800,重,3,1,未勝利,40.7,逃げ,3,2,15,東京,D,1600,良,3,10,新馬,38.2,先行,初
2,B,2,,,,,ウィズマスタング,,牡,4,2,7,18,函館,D,1700,良,12,6,１勝ｸﾗｽ,40.8,後方,9,5,16,東京,D,1600,良,6,6,１勝ｸﾗｽ,38.0,逃げ,3,4,25,福島,D,1700,良,2,8,１勝ｸﾗｽ,38.4,逃げ,8,3,1,小倉,D,1700,稍,8,4,１勝ｸﾗｽ,37.9,中団,2,2,15,小倉,D,1700,稍,4,4,１勝ｸﾗｽ,39.3,先行,3
3,,3,,,,,デルマホダカ,,牝,3,13,5,2,京都,T,2200,良,6,9,矢車賞･1勝*,34.3,後方,7,3,14,中山,D,1800,良,14,14,１勝ｸﾗｽ*,40.1,後方,8,1,18,中山,D,1800,良,1,7,未勝利・牝,40.7,差し,3,12,28,中山,T,2000,良,8,17,新馬,35.8,中団,初,,,,,,,,,,,,
4,,4,,,,,エスシービクトリア,,牡,3,9,5,30,東京,D,1600,良,2,2,１勝ｸﾗｽ*,37.7,先行,11,3,14,中山,D,1800,良,2,7,１勝ｸﾗｽ*,39.7,先行,2,3,1,中山,D,1800,稍,2,6,１勝ｸﾗｽ*,38.5,差し,7,1,11,中山,D,1800,良,1,9,新馬,38.5,逃げ,初,,,,,,,,,,,,
5,B,5,,,,,シーリュウシー,,牡,5,3,7,12,函館,D,2400,不,6,4,１勝ｸﾗｽ,37.9,中団,6,5,30,京都,D,1800,良,2,11,１勝ｸﾗｽ,36.8,差し,連,5,23,京都,D,1800,稍,10,11,１勝ｸﾗｽ,37.6,後方,11,3,8,阪神,D,2000,良,4,7,１勝ｸﾗｽ,39.1,追込,連,2,28,小倉,T,2600,稍,16,13,脊振山特･1勝,38.9,後方,2
6,B,6,,,,,ロードスカイブルー,,牡,4,13,5,2,新潟,D,1800,重,7,4,１勝ｸﾗｽ,41.4,中団,2,4,18,中山,D,2400,良,13,8,１勝ｸﾗｽ,43.9,中団,14,1,10,中山,D,1800,良,15,3,１勝ｸﾗｽ,41.0,後方,20,8,23,札幌,D,1700,稍,外,--,ニセコ特･1勝,----,,6,7,13,函館,D,1700,良,1,1,未勝利,38.5,ﾏｸﾘ,3
6,,7,,,,,タマモスカイ,,牡,3,3,7,12,小倉,D,1700,良,6,6,１勝ｸﾗｽ,38.9,後方,2,6,27,小倉,D,1700,不,1,6,未勝利,37.7,差し,5,5,23,京都,D,1800,稍,6,5,未勝利,41.0,先行,2,5,9,京都,D,1800,良,5,3,未勝利,39.3,中団,初,,,,,,,,,,,,
7,,8,,,,,サマーナイト,,牡,4,8,6,6,阪神,D,1400,良,6,7,１勝ｸﾗｽ,36.9,後方,2,5,23,京都,D,1800,稍,4,7,１勝ｸﾗｽ,37.6,差し,4,4,26,京都,D,1800,良,7,4,１勝ｸﾗｽ,38.3,中団,2,4,12,阪神,D,1800,稍,2,6,１勝ｸﾗｽ,37.1,先行,7,2,21,小倉,D,1700,良,7,10,１勝ｸﾗｽ,38.7,中団,6
7,,9,,,,,ブレイジングスター,,牡,4,4,7,4,函館,D,1700,良,4,6,１勝ｸﾗｽ,37.4,追込,2,6,20,函館,D,1700,良,5,10,１勝ｸﾗｽ,38.2,後方,9,4,19,福島,D,1700,良,13,7,１勝ｸﾗｽ,38.2,後方,7,3,1,小倉,D,1700,稍,4,7,１勝ｸﾗｽ,37.9,差し,3,2,7,小倉,D,1700,良,9,8,１勝ｸﾗｽ,37.8,後方,2
8,,10,,,,,タイキインドラ,,牡,4,20,3,15,中山,D,1800,良,10,3,１勝ｸﾗｽ,40.0,中団,13,12,14,中山,D,2500,稍,11,3,１勝ｸﾗｽ,44.5,逃げ,3,11,23,東京,D,2100,良,1,4,１勝ｸﾗｽ,37.0,逃げ,11,9,6,札幌,D,1700,良,2,3,未勝利,39.1,ﾏｸﾘ,連,8,31,札幌,D,1700,稍,2,4,未勝利,37.9,ﾏｸﾘ,連
8,,11,,,,,メイショウコシュウ,,牡,3,8,6,6,阪神,D,1800,良,1,2,未勝利,37.0,先行,2,5,23,京都,D,1800,稍,3,1,未勝利,39.1,先行,33,10,4,京都,D,1800,重,2,3,未勝利*,37.0,差し,10,7,26,札幌,D,1700,良,6,1,新馬,39.0,中団,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010309,2026.8.1,土,札幌,1札3,9,釧路湿原特別,2勝,芝,1800,A,4,稍(暫定),曇(暫定),14,14:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ウィルサヴァイブ,,牝,4,3,7,12,函館,T,1800,重,12,7,北海Ｈ･2勝,36.3,中団,2,6,27,函館,T,2000,稍,4,2,洞爺湖特･2勝,35.7,逃げ,6,5,16,東京,T,1800,良,6,3,調布特別･2勝,33.1,中団,13,2,15,小倉,T,2000,稍,4,1,太宰府特･2勝,36.6,逃げ,3,1,25,京都,T,2000,良,2,3,２勝ｸﾗｽ・牝,35.2,先行,3
2,,2,,,,,テルヒコウ,,牡,3,3,7,12,函館,T,1800,重,2,2,北海Ｈ･2勝,36.4,逃げ,11,4,25,東京,T,2400,良,14,6,青葉賞G2,37.1,逃げ,4,3,29,中京,T,2200,良,1,4,大寒桜賞･1勝,34.6,逃げ,2,3,15,中山,T,1800,良,14,9,スプリンG2,37.0,中団,16,11,24,東京,T,1800,良,4,7,東京スポG2,33.9,逃げ,4
3,,3,,,,,フォルテフィオーレ,,牡,5,3,7,12,函館,T,1800,重,5,6,北海Ｈ･2勝,35.6,中団,4,6,13,函館,T,1800,稍,5,7,松前特別･2勝,34.1,後方,9,4,11,福島,T,1800,良,1,1,浄土平特･1勝,35.4,差し,6,3,1,小倉,T,2000,良,8,3,唐戸特別･1勝,35.2,後方,連,2,22,小倉,T,1800,良,2,2,高千穂特･1勝,34.9,差し,2
4,B,4,,,,,ウインアクトゥール,,牡,5,5,6,27,函館,T,2000,稍,10,7,洞爺湖特･2勝,36.2,先行,16,3,8,中山,D,1800,稍,13,7,２勝ｸﾗｽ,44.4,後方,4,2,7,小倉,T,1800,稍,3,4,ＲＫＢ賞･2勝,35.6,先行,11,11,22,京都,T,2000,良,11,7,２勝ｸﾗｽ,35.7,中団,4,10,26,新潟,T,2000,稍,3,4,村上特別･2勝,35.4,差し,7
5,,5,,,,,ウインベラーノ,,牡,4,4,7,4,函館,T,1800,良,1,5,恵山特別･1勝,34.9,逃げ,2,6,21,函館,T,1800,良,4,4,１勝ｸﾗｽ,36.0,逃げ,17,2,22,小倉,T,1800,良,10,5,高千穂特･1勝,36.5,逃げ,3,2,1,小倉,T,1800,良,8,8,１勝ｸﾗｽ・若,35.3,先行,11,11,15,福島,T,1800,良,7,2,土湯温泉･1勝,37.4,逃げ,19
6,,6,,,,,ジョイエッロ,,牡,4,8,6,7,阪神,T,1800,稍,2,1,三木特別･2勝,33.6,差し,2,5,24,京都,T,1800,良,3,1,聖護院特･2勝,33.5,先行,5,4,19,阪神,T,2000,良,2,1,蓬莱峡特･2勝,35.1,先行,3,3,28,中京,T,2200,良,3,3,ターフオ･2勝,33.8,先行,10,1,17,京都,T,2000,良,5,1,稲荷特別･2勝,34.8,先行,20
7,,7,,,,,サタデーサンライズ,,牝,4,3,7,12,函館,T,1800,重,4,3,北海Ｈ･2勝,35.7,先行,4,6,13,函館,T,1800,稍,8,3,松前特別･2勝,36.8,逃げ,17,2,15,京都,T,1800,良,4,2,春日特別･2勝,34.3,先行,7,12,27,阪神,T,1800,良,1,1,１勝ｸﾗｽ,33.8,先行,13,9,28,阪神,T,1800,良,2,5,１勝ｸﾗｽ,34.4,差し,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010310,2026.8.1,土,札幌,1札3,10,,1勝,芝,1500,A,3,稍(暫定),曇(暫定),14,14:50,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,イヌボウノウタゴエ,,牝,3,9,5,30,東京,T,1400,良,2,1,１勝ｸﾗｽ*,33.8,追込,4,5,2,東京,T,1400,良,3,4,１勝ｸﾗｽ*,33.0,差し,8,3,7,阪神,T,1400,良,9,13,フィリーG2,34.5,後方,12,12,14,阪神,T,1600,良,10,12,阪神ジュG1,35.2,後方,4,11,16,東京,T,1400,良,1,2,未勝利・牝*,34.5,差し,4
2,,2,,,,,オンザヴィーナス,,牝,5,2,7,18,函館,T,1200,良,8,8,１勝ｸﾗｽ・牝,35.5,中団,14,4,12,福島,T,1200,良,11,8,１勝ｸﾗｽ,35.5,逃げ,9,2,7,小倉,T,1200,稍,外,--,１勝ｸﾗｽ・牝,----,,11,11,24,福島,T,1200,良,13,10,１勝ｸﾗｽ,35.5,逃げ,5,10,19,新潟,T,1200,稍,12,13,１勝ｸﾗｽ,35.8,先行,4
3,,3,,,,,ダノンプレサージュ,,牝,3,6,6,20,東京,D,1600,不,1,1,未勝利・牝,36.4,先行,9,4,19,福島,D,1700,良,2,1,未勝利・牝,38.3,先行,4,3,21,中京,T,1400,良,2,1,未勝利,34.3,差し,14,12,13,中山,T,1600,良,4,1,未勝利*,35.1,先行,4,11,15,東京,T,1600,良,3,1,新馬・牝,33.8,先行,初
3,B,4,,,,,オーケーダイナ,,牝,4,11,5,16,新潟,T,1400,良,14,10,１勝ｸﾗｽ,34.6,後方,12,2,21,阪神,T,1600,良,14,13,１勝ｸﾗｽ,34.4,後方,2,2,7,小倉,T,1200,稍,13,9,１勝ｸﾗｽ・牝,34.5,後方,22,9,7,札幌,T,1200,稍,5,8,１勝ｸﾗｽ,35.0,中団,連,8,30,札幌,T,1200,稍,5,3,１勝ｸﾗｽ,35.1,中団,7
4,,5,,,,,ハヤブササキチャン,,牝,3,10,5,24,京都,T,1600,良,1,1,未勝利,35.1,先行,4,4,25,京都,T,1800,良,2,1,未勝利・牝,34.7,先行,5,3,21,阪神,T,1600,良,3,1,未勝利,33.7,差し,10,1,10,京都,T,1600,良,2,4,未勝利・牝,35.4,差し,3,12,20,阪神,T,1600,良,2,5,未勝利*,34.2,先行,5
4,,6,,,,,アルディスティーノ,,牝,4,4,7,4,函館,T,1800,良,4,6,恵山特別･1勝,34.8,先行,2,6,21,函館,T,2000,良,5,7,遊楽部特･1勝,35.8,中団,16,2,28,小倉,T,2000,稍,8,4,１勝ｸﾗｽ・牝,38.4,先行,3,2,7,小倉,T,2000,稍,4,4,１勝ｸﾗｽ・牝,36.3,差し,連,1,31,小倉,T,2000,良,5,6,１勝ｸﾗｽ,36.1,先行,9
5,,7,,,,,ユーティジャーニー,,牝,4,16,4,12,中山,T,1600,良,8,6,１勝ｸﾗｽ,34.6,中団,2,3,29,中京,T,1600,良,11,6,１勝ｸﾗｽ,33.8,後方,3,3,7,中山,T,1600,稍,4,10,１勝ｸﾗｽ,35.8,差し,13,12,7,中京,T,1400,良,8,8,１勝ｸﾗｽ,33.9,中団,13,9,6,札幌,T,1500,良,4,2,１勝ｸﾗｽ,35.8,ﾏｸﾘ,3
5,,8,,,,,ルールザウェイヴ,,牝,3,16,4,12,阪神,T,1600,良,14,15,桜花賞G1,35.8,先行,4,3,14,中山,T,1600,良,2,12,アネモネ(L),35.6,先行,11,12,27,中山,T,1600,良,1,2,新馬,35.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,フェニーチェドーロ,,牝,4,2,7,19,函館,D,1700,不,9,12,１勝ｸﾗｽ・牝,37.7,後方,4,6,21,函館,D,1700,良,9,7,１勝ｸﾗｽ,38.3,先行,14,3,14,阪神,D,1400,良,12,16,１勝ｸﾗｽ,37.4,中団,17,11,16,京都,D,1200,良,12,9,１勝ｸﾗｽ,36.1,後方,13,8,16,中京,D,1200,良,7,9,１勝ｸﾗｽ,37.0,中団,2
6,,10,,,,,ホワイトオーキッド,,牝,3,20,3,14,中山,T,1600,良,16,11,アネモネ(L),37.1,中団,2,3,1,阪神,T,1600,良,15,7,チューリG2,34.6,先行,10,12,21,阪神,T,1600,重,7,11,フューチG1,35.0,後方,12,9,27,阪神,T,1600,良,1,5,新馬・牝,34.5,差し,初,,,,,,,,,,,,
7,,11,,,,,アンディムジーク,,牝,3,13,5,2,京都,T,1400,良,11,9,１勝ｸﾗｽ*,34.4,中団,9,3,1,阪神,T,1600,良,8,14,チューリG2,33.5,中団,5,1,25,京都,T,1600,良,8,7,河津桜賞･1勝,36.7,後方,5,12,20,中京,T,1600,稍,1,1,未勝利・牝*,35.0,差し,10,10,13,京都,T,1600,良,3,1,未勝利・牝*,34.6,先行,4
7,,12,,,,,ヴェガリア,,牝,3,6,6,21,函館,T,1200,良,3,6,１勝ｸﾗｽ・牝,33.9,追込,4,5,23,東京,T,1800,良,7,8,カーネー･1勝,35.2,ﾏｸﾘ,7,4,4,中山,T,1600,良,1,2,未勝利,34.5,先行,3,3,14,中山,T,1600,良,4,9,未勝利,34.7,差し,初,,,,,,,,,,,,
8,,13,,,,,スピナーリート,,牝,3,25,2,7,京都,T,1600,良,8,5,エルフィ(L),37.5,先行,7,12,20,阪神,T,1600,良,1,8,新馬・牝,34.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,イズントイット,,牝,3,2,7,18,函館,T,1200,良,6,6,未勝利,34.9,中団,14,4,11,阪神,T,2000,稍,14,12,未勝利,37.1,先行,4,3,14,阪神,T,1400,良,11,14,未勝利,34.8,中団,9,1,11,京都,D,1400,良,11,8,未勝利,40.4,先行,9,11,8,京都,T,1400,良,9,9,未勝利*,34.7,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010311,2026.8.1,土,札幌,1札3,11,ＳＴＶ賞,3勝,芝,2000,A,4,稍(暫定),曇(暫定),16,15:25,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,クレバーテースト,,セ,7,16,4,12,阪神,T,2000,良,11,12,京橋ＳＨ･3勝,35.2,逃げ,6,3,1,小倉,T,2000,良,14,12,関門橋Ｓ･3勝,38.4,先行,8,1,4,京都,T,2000,良,4,4,寿Ｓ･3勝,34.3,逃げ,8,11,9,東京,T,2000,良,8,7,イクイノ･3勝,34.9,逃げ,11,8,23,札幌,T,2000,良,3,8,WASJ第２･3勝,37.0,逃げ,3
1,,2,,,,,ジャスティンガルフ,,牡,5,3,7,12,小倉,T,2000,良,1,3,西部スＨ･2勝,36.5,逃げ,17,3,14,中京,T,2000,良,6,8,茶臼山高･2勝,35.5,先行,2,3,1,小倉,T,2000,良,1,14,唐戸特別･1勝,35.9,逃げ,14,11,22,福島,T,1800,良,13,10,高湯温泉･1勝,34.0,後方,11,9,6,中山,T,1800,良,10,7,古作特別･1勝,34.1,中団,3
2,,3,,,,,アイスグリーン,,牡,6,3,7,11,函館,T,1800,稍,3,8,五稜郭Ｓ･3勝,34.9,先行,19,3,1,小倉,T,2000,良,7,4,関門橋Ｓ･3勝,36.8,中団,15,11,15,京都,T,2000,良,8,3,アンドロ(L),35.4,先行,6,10,5,京都,T,2000,稍,2,4,大原Ｓ･3勝,34.2,先行,6,8,23,札幌,T,2000,良,4,7,WASJ第２･3勝,36.6,差し,7
2,,4,,,,,チルカーノ,,牝,5,13,5,3,東京,T,2000,良,15,11,府中Ｓ･3勝,34.5,後方,3,4,12,阪神,T,2000,良,5,8,京橋ＳＨ･3勝,33.9,中団,10,2,1,京都,T,2200,良,8,6,八坂Ｓ･3勝,34.3,中団,15,10,19,新潟,T,2200,良,6,6,新潟牝馬(L),34.7,中団,4,9,21,阪神,T,2200,良,4,5,ムーンＨ･3勝,33.9,先行,10
3,,5,,,,,エンドロール,,牡,7,57,6,28,福島,T,2000,良,13,11,バーデン･3勝,35.6,後方,2,6,15,東京,T,2400,稍,3,9,江の島Ｓ･3勝,37.3,先行,5,5,11,東京,T,2400,良,8,10,メトロポ(L),34.8,後方,9,3,9,中山,T,2500,稍,6,7,湾岸Ｓ･3勝,37.3,中団,3,2,16,東京,T,1600,良,15,15,雲雀Ｓ･3勝,34.4,中団,94
3,,6,,,,,ワイドアラジン,,牡,6,2,7,18,福島,T,1800,良,3,5,阿武隈Ｈ･3勝,35.4,差し,5,6,14,阪神,T,1600,良,13,14,花のみち･3勝,34.0,中団,4,5,17,新潟,T,1800,良,6,12,弥彦Ｓ･3勝,33.1,中団,14,2,7,小倉,D,1700,良,14,15,豊前ＳＨ･3勝,37.6,後方,2,1,25,小倉,T,1800,良,10,7,壇之浦Ｓ･3勝,34.2,中団,6
4,,7,,,,,ハニーコム,,牝,5,5,6,27,福島,T,2000,良,3,4,バーデン･3勝,34.8,差し,5,5,23,京都,T,2000,良,2,12,シドニー･3勝,34.7,先行,8,3,28,中京,T,1600,良,12,13,マレーシ･3勝,34.9,中団,9,1,25,小倉,T,1800,良,7,5,壇之浦Ｓ･3勝,33.9,中団,10,11,16,東京,T,1800,良,5,8,ユートピ･3勝,33.8,先行,8
4,,8,,,,,キャントウェイト,,牡,5,8,6,6,阪神,T,2000,良,5,4,垂水Ｓ･3勝,34.2,先行,5,5,3,東京,T,2000,良,3,14,府中Ｓ･3勝,34.2,差し,27,10,25,新潟,T,2000,良,8,8,魚沼Ｓ･3勝,33.9,中団,3,10,5,京都,T,2000,稍,3,5,大原Ｓ･3勝,34.1,追込,5,8,30,新潟,T,2200,良,8,5,日本海Ｓ･3勝,35.8,先行,12
5,,9,,,,,マイネルフーガ,,牡,4,3,7,12,函館,T,1800,重,1,4,北海Ｈ･2勝,35.6,先行,13,4,12,中山,T,1800,良,8,3,２勝ｸﾗｽ,34.3,後方,2,3,28,中山,T,2000,稍,2,4,２勝ｸﾗｽ,35.1,先行,4,2,28,小倉,T,2000,稍,9,6,別府特別･2勝,37.0,中団,5,1,24,中山,T,1800,良,5,6,東雲賞･2勝,33.6,後方,5
5,B,10,,,,,ヨヒーン,,牝,4,5,6,27,函館,T,2000,稍,1,3,洞爺湖特･2勝,35.0,差し,13,3,29,阪神,T,2000,良,6,5,四国新聞･2勝,34.5,ﾏｸﾘ,2,3,14,中山,T,2000,良,7,2,房総特別･2勝,34.9,中団,7,1,25,京都,T,2000,良,5,2,２勝ｸﾗｽ・牝,35.5,後方,9,11,22,福島,T,2000,良,1,2,１勝ｸﾗｽ・牝,34.7,差し,11
6,,11,,,,,ショウナンサムデイ,,牝,4,3,7,11,函館,T,1800,稍,4,7,五稜郭Ｓ･3勝,34.7,差し,12,4,19,中山,T,2200,良,13,3,サンシＨ･3勝,34.4,中団,6,3,8,中山,T,2500,良,4,6,湾岸Ｓ･3勝,36.1,差し,16,11,16,東京,T,1800,良,9,1,ユートピ･3勝,34.3,先行,7,9,28,中山,T,2000,良,1,1,茨城新聞･2勝,34.3,先行,4
