レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010401,2026.1.11,日,中山,1中4,1,,未勝利,ダート,1200,,2,良,曇,16,10:05,,馬齢,３歳
7,,13,アイデアユー,牡,3,480,,,5,7.4, ,  0,,57,,,横山武史,(美),鹿戸雄一,シニスターミニスター,"Oasis Dream",ナスルーラ系,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,アイファーウィーク,牡,3,568,,,16,218.3, ,  0,,57,,,野中悠太,(美),蛯名利弘,トビーズコーナー,エンパイアメーカー,その他のエクリプス系,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ウインガネーシャ,牡,3,468,,,10,65.4, ,  0,,57,,,菊沢一樹,(美),高木登,ゴールドドリーム,ヘニーヒューズ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,マイネルスラーヴァ,牡,3,522,,,13,104.3, ,  0,,57,,,木幡巧也,(美),高木登,ダノンバラード,Tapit,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010406,2026.1.11,日,中山,1中4,6,,未勝利,芝,2200,C,4,良,晴,18,12:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ニシノヒノトリ,牡,3,480,- 2,- 2,6,21.2, ,105,4,57,,,菅原明良,(美),手塚貴久,ルーラーシップ,オペラハウス,ネイティヴダンサー系,ニアークティック系,12,14,5中4,4,未勝利*,芝,2000,稍,,菅原,56.0,,7,14.9,7,2.0,9,10,12,13,12,37.63,37.2,4,ラージアンサンブル
1,,2,スチールナイト,牡,3,458,+ 8,+ 8,,取消し, , 91,10,57,,*,西村淳也,(美),和田雄二,ヴァンセンヌ,サクラバクシンオー,,ナスルーラ系,11,24,5東6,5,未勝利*,芝,2000,良,,杉原,56.0,,14,483.3,11,1.5,14,,2,5,5,36.73,35.9,11,エムズビギン
2,,3,ジングアップ,牡,3,446,+ 6,+ 6,7,29.4, , 84,17,57,,*,佐々木大,(美),大竹正博,コントレイル,"Storm Cat",,ニアークティック系,10,25,4東8,初,新馬,芝,2000,良,,木幡,56.0,,8,54.8,7,0.9,7,,9,9,9,38.44,34.3,5,ウップヘリーア
2,,4,ナックホワイト,牝,3,478,- 2,- 2,2,4.2, ,112,2,55,,*,大野拓弥,(美),杉浦宏昭,ブリックスアンドモルタル,ステイゴールド,,ロイヤルチャージャー系,11,16,5東4,3,未勝利*,芝,1800,良,,木幡,55.0,,5,11.0,4,0.4,10,,16,15,13,36.05,34.6,2,ランズダウンロード
3,,5,オーケーグレイス,牝,3,444,+14,+14,16,200.5, , 86,15,55,,*,横山琉人,(美),相沢郁,サートゥルナーリア,アグネスタキオン,,ロイヤルチャージャー系,8,17,1札8,初,新馬,芝,1800,稍,,鮫島,55.0,,5,25.4,5,6.7,2,3,3,3,5,38.65,42.0,5,ジャスティンシカゴ
3,,6,グランドスウェル,牡,3,512,+ 8,+ 8,15,165.8, , 88,14,57,,,丸田恭介,(美),畠山吉宏,サトノダイヤモンド,"Fusaichi Pegasus",,ネイティヴダンサー系,12,6,5阪1,初,新馬,芝,2000,良,,丸田,56.0,,9,160.3,8,1.9,9,7,7,8,9,38.96,35.4,7,エルハーベン
4,,7,ミュークトーマス,牡,3,388,+ 2,+ 2,17,201.3, , 86,15,54,▲,*,石田拓郎,(美),粕谷昌央,オルフェーヴル,ヘニーヒューズ,,,12,6,5中1,22,未勝利*,芝,1600,良,,長浜,54.0,△,13,415.1,13,1.8,13,,12,13,13,37.56,34.6,12,スミッコディスコ
4,,8,セイウンアズール,牝,3,442,-10,-10,8,35.0, , 89,12,55,,*,柴田善臣,(美),千葉直人,タニノフランケル,タイキシャトル,,ロイヤルチャージャー系,10,4,4東1,3,未勝利*,芝,2000,良,,津村,55.0,,5,8.6,9,2.3,4,,9,9,8,37.16,35.9,8,ミッキーマーメイド
5,,9,ゴールドエンバー,牡,3,468,+ 2,+ 2,13,113.5, , 89,12,57,,*,木幡初也,(美),竹内正洋,バゴ,ステイゴールド,ナスルーラ系,ロイヤルチャージャー系,10,19,4新2,4,未勝利*,芝,2000,稍,,黛弘,56.0,,11,69.8,8,1.2,10,11,11,11,12,37.07,36.3,3,ステラスペース
5,,10,ワールドブレイヴ,牡,3,488,- 4,- 4,11,84.4, ,100,6,57,,,丸山元気,(美),宮田敬介,ワールドプレミア,クロフネ,,ニアークティック系,12,14,5名4,2,未勝利*,芝,2000,稍,,丸山,56.0,,8,40.6,8,1.1,10,5,3,4,3,37.16,36.4,8,グレーヌドジョワ
6,,11,マイネルオラクル,牡,3,490,+ 2,+ 2,12,87.0, , 90,11,57,,*,原優介,(美),尾関知人,ゴールドシップ,ルーラーシップ,,ネイティヴダンサー系,10,5,4東2,初,新馬,芝,2000,良,,杉原,56.0,,13,106.0,11,2.5,12,,15,13,14,37.63,35.5,10,ゴーイントゥスカイ
6,,12,フォーチュンローズ,牝,3,456,+ 4,+ 4,4,10.7, ,108,3,55,,*,津村明秀,(美),上原佑紀,ハービンジャー,タニノギムレット,ニアークティック系,ロイヤルチャージャー系,11,15,3福3,初,新馬,芝,2000,良,,石川,55.0,,8,16.6,4,0.3,2,3,4,3,2,36.94,37.0,10,ショウグンマサムネ
7,B,13,レイヒストリコ,牡,3,502,+ 4,+ 4,1,1.8, ,116,1,57,,*,ルメール,(美),黒岩陽一,レイデオロ,ネオユニヴァース,,ロイヤルチャージャー系,11,16,5東4,3,未勝利*,芝,1800,良,B,マー,56.0,,4,6.9,3,0.2,1,,8,7,6,35.75,35.0,4,ランズダウンロード
7,,14,イーサンミラー,牡,3,424,  0,0,5,13.4, , 96,8,57,,,丹内祐次,(美),稲垣幸雄,ウインブライト,サウスヴィグラス,,ネイティヴダンサー系,12,20,5中5,初,新馬,芝,2000,良,,丹内,56.0,,16,269.6,4,0.7,15,8,8,8,8,37.33,35.4,4,プラウディッツ
7,,15,グランアルト,牡,3,506,- 8,- 8,3,9.5, ,100,6,57,,*,斎藤新,(美),斎藤誠,ワールドプレミア,"Shanghai Bobby",,,11,24,5東6,2,未勝利*,芝,2000,良,,マー,56.0,,6,29.3,9,1.1,6,,13,14,14,37.11,34.6,4,エムズビギン
8,,16,ウールヴヘジン,牡,3,432,- 2,- 2,9,53.9, ,104,5,57,,,菊沢一樹,(美),青木孝文,ビーチパトロール,ステイゴールド,,ロイヤルチャージャー系,12,6,5名1,3,未勝利*,芝,2000,良,,菊沢,56.0,,6,17.1,6,1.3,3,3,3,3,3,37.33,35.5,13,アクロフェイズ
8,,17,アグアフレスカ,牝,3,502,- 2,- 2,10,79.5, , 95,9,55,,,北村宏司,(美),国枝栄,ブリックスアンドモルタル,ゼンノロブロイ,,ロイヤルチャージャー系,12,13,5中3,初,新馬,芝,1800,良,,北村,55.0,,7,36.4,10,1.4,6,10,11,12,12,37.50,34.9,8,ベンヴェヌータ
8,B,18,シーサンタナ,牡,3,438,+12,+12,14,152.6, , 84,17,55,△,,長浜鴻緒,(美),手塚貴久,スワーヴリチャード,タニノギムレット,,ロイヤルチャージャー系,10,26,4東9,初,新馬,芝,1800,稍,B,長浜,54.0,△,13,97.6,14,2.9,7,,15,15,15,39.05,34.4,8,ヴァリスマリネリス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010407,2026.1.11,日,中山,1中4,7,,1勝,ダート,1800,,4,良,晴,16,13:25,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ボーヌロマネ,牡,4,466,+ 2,+ 2,6,37.9,>, 85,12,57,,*,横山和生,(美),奥村武,マクフィ,ワイルドラッシュ,,ニアークティック系,11,13,大井,4,ぎょし,ダ,1650,稍,,今野,57.0,,1,,1,-0.4,,6,6,4,4,,----,,(サウンドロックス)
1,,2,ジャクソン,牡,6,534,+12,+12,10,102.6, , 95,9,58,,,丸田恭介,(美),武市康男,サトノアラジン,"New Approach",,ニアークティック系,12,13,5名3,11,１勝ｸﾗｽ,ダ,1900,良,,丸田,58.0,,8,71.9,9,1.9,10,9,10,10,8,38.58,39.2,9,ギュルヴィ
2,B,3,サカイシューター,牡,4,514,+20,+20,16,416.5,>, 73,14,57,,,木幡育也,(美),松永康利,"Vino Rosso","Touch Gold",,ニアークティック系,8,31,3新4,2,未勝利,ダ,1800,良,B,木幡,57.0,,9,31.8,13,1.8,6,8,9,12,14,39.20,39.4,12,カフェノーチェ
2,B,4,コスモフレディ,牡,5,480,+ 6,+ 6,9,94.5, ,101,4,58,,,柴田大知,(美),水野貴広,シニスターミニスター,トワイニング,ナスルーラ系,ネイティヴダンサー系,12,20,5名5,連,１勝ｸﾗｽ,ダ,1900,稍,B,柴田,58.0,,10,42.9,8,1.6,6,8,7,6,5,38.08,39.0,10,スルーザナイト
3,,5,ドゥマーヴェリック,牡,4,470,+ 4,+ 4,2,3.7, ,113,2,57,,*,ルメール,(美),萩原清,ドゥラメンテ,"New Approach",,ニアークティック系,11,2,4東B,12,１勝ｸﾗｽ,ダ,1600,重,,Ｃ．,57.0,,2,4.4,5,1.1,2,,,2,2,35.58,37.6,11,ジェイエルマスター
3,B,6,ゴットランド,牡,4,518,- 4,- 4,7,40.7, , 97,8,57,,,斎藤新,(美),斎藤誠,リオンディーズ,ネオユニヴァース,,ロイヤルチャージャー系,12,21,5名6,7,１勝ｸﾗｽ,ダ,1800,稍,B,斎藤,57.0,,10,57.1,11,1.8,10,8,8,10,10,37.85,39.2,12,ゼンエスポワール
4,,7,グランプラネッタ,セ,4,480,- 4,- 4,15,386.4,>, 65,15,57,,*,横山琉人,(美),小島茂之,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,9,6,4中1,3,未勝利,芝,2000,良,B,菅原,57.0,,16,165.6,18,2.6,18,15,15,16,17,36.94,36.0,16,ミッドセンチュリー
4,B,8,トモジャシャトー,牡,5,486,- 2,- 2,11,227.9, ,100,6,56,△,,長浜鴻緒,(美),小笠倫弘,デクラレーションオブウォー,ダイワメジャー,,ロイヤルチャージャー系,12,27,5中7,5,１勝ｸﾗｽ,ダ,1800,稍,B,長浜,56.0,△,11,241.3,8,1.3,8,9,9,7,5,38.05,39.1,6,ミダース
5,B,9,サトミノエンジェル,牡,4,526,+ 2,+ 2,1,1.5, ,135,1,57,,,横山武史,(美),鈴木伸尋,マインドユアビスケッツ,ディープインパクト,,ロイヤルチャージャー系,12,21,5中6,16,１勝ｸﾗｽ,ダ,1800,重,B,横山,57.0,,1,2.4,2,0.0,2,3,3,2,2,36.85,37.6,4,コンティオ
5,,10,モヴレクス,牡,5,476,+ 4,+ 4,12,280.2, , 90,10,58,,*,菊沢一樹,(美),金成貴史,ブリックスアンドモルタル,フジキセキ,,ロイヤルチャージャー系,11,23,5東5,4,１勝ｸﾗｽ,ダ,2100,良,,舟山,55.0,▲,15,238.2,9,1.5,15,15,15,16,16,38.84,37.0,3,タイキインドラ
6,B,11,ショウナンタハティ,牡,4,498,  0,0,5,29.0,>, 83,13,57,,*,菅原明良,(美),中舘英二,ドレフォン,キンシャサノキセキ,,ロイヤルチャージャー系,12,5,大井,3,子ども,ダ,1600,良,,本田,56.0,,1,,1,-0.7,,1,1,1,1,,----,,(ナックジャスパー)
6,B,12,ローズマイスター,牡,4,514,+ 6,+ 6,3,6.5, ,110,3,54,▲,,小林美駒,(美),黒岩陽一,ドレフォン,ブラックタイド,,ロイヤルチャージャー系,12,21,5名6,2,１勝ｸﾗｽ,ダ,1800,稍,B,小林,54.0,▲,8,20.5,4,0.5,5,15,15,6,3,37.65,38.3,5,ゼンエスポワール
7,,13,レッドルイナール,セ,4,476,- 2,- 2,8,47.8, ,101,4,57,,*,佐々木大,(美),加藤征弘,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,10,4,4東1,32,１勝ｸﾗｽ,ダ,1600,良,,吉村,55.0,☆,8,39.7,10,1.4,10,,,2,2,36.84,38.1,15,ヴォンフレ
7,,14,スーパーホース,セ,4,486,-22,-22,14,322.4, ,  0,,57,,*,原田和真,(美),堀内岳志,ディーマジェスティ,ルーラーシップ,,ネイティヴダンサー系,11,13,名古,4,Ｂ１１,ダ,1500,稍,,塚本,57.0,,1,,2,0.1,,4,4,4,2,,----,,オンワードセルフ
8,,15,ロードフロリゼル,牡,4,482,+16,+16,4,24.2, , 99,7,57,,*,丹内祐次,(美),稲垣幸雄,リオンディーズ,ダイワメジャー,,ロイヤルチャージャー系,9,21,4中7,4,１勝ｸﾗｽ,ダ,1800,良,,岩田,55.0,,7,28.3,11,2.6,1,8,8,6,6,37.80,39.9,11,メリークリスマス
8,B,16,フォレストゲート,牡,5,472,  0,0,13,291.7, , 88,11,55,▲,*,佐藤翔馬,(美),小手川準,ダノンレジェンド,マヤノトップガン,,ロイヤルチャージャー系,1,5,1中2,12,１勝ｸﾗｽ,ダ,2400,稍,B,原優,58.0,,13,115.4,10,3.6,11,10,12,9,9,39.20,43.0,9,キャストロププ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010408,2026.1.11,日,中山,1中4,8,,1勝,芝,1600,C,3,良,晴,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブラックジェダイト,牡,4,468,+14,+14,4,12.1, , 94,12,57,,,佐々木大,(美),大竹正博,キタサンブラック,Monsun,,その他のエクリプス系,7,5,1函7,2,恵山特別･1勝,芝,1800,稍,,佐々,55.0,,4,4.7,5,1.0,2,4,4,4,4,36.05,37.5,5,ウォータークラーク
1,,2,デイジー,牝,5,468,- 4,- 4,2,7.5, ,121,3,56,,,江田照男,(美),田中勝春,デクラレーションオブウォー,ディープインパクト,,ロイヤルチャージャー系,11,22,3福5,2,高湯温泉･1勝,芝,1800,良,,江田,56.0,,4,7.4,2,0.0,10,2,2,2,2,36.90,34.7,12,バルナバ
2,,3,ファーマムーン,牝,4,448,-30,-30,16,543.5, ,  0,,53,△,*,長浜鴻緒,(美),深山雅史,ミッキーロケット,モーリス,,,11,26,名古,2,Ｃ６組,ダ,1500,良,,大畑,55.0,,3,,10,5.2,,1,1,4,4,,----,,フジュム
2,B,4,レモンバーム,牝,4,452,+ 4,+ 4,9,42.6,+,123,2,55,,*,津村明秀,(美),嘉藤貴行,ジョーカプチーノ,ダンスインザダーク,ロイヤルチャージャー系,ロイヤルチャージャー系,12,28,5阪8,3,フォーＨ･2勝,芝,1600,良,B,田山,50.0,,11,54.1,3,0.1,7,,,2,2,35.82,34.4,11,マイエレメント
3,,5,ディクシーヴォーグ,牝,4,440,- 8,- 8,12,113.4,>, 68,15,53,◇,*,今村聖奈,(美),菊川正達,デクラレーションオブウォー,シンボリクリスエス,,ロイヤルチャージャー系,10,29,門別,2,グラン,ダ,1200,稍,,宮内,55.0,,2,,3,0.4,,,,1,1,,----,,キュータロー
3,,6,ポッドロルフ,牡,4,480,+28,+28,11,112.6, , 99,9,54,▲,*,大久保友,(美),小野次郎,モズアスコット,ロードカナロア,,,9,14,4中4,3,１勝ｸﾗｽ,芝,1600,良,,荻野,56.0,,11,52.0,5,0.8,9,,6,6,6,35.22,34.6,7,エンペラーズソード
4,,7,クライスレリアーナ,牝,4,462,  0,0,1,1.4, ,128,1,55,,*,ルメール,(美),木村哲也,サートゥルナーリア,Medicean,,ネイティヴダンサー系,10,19,4東7,9,１勝ｸﾗｽ,芝,1800,良,,戸崎,54.0,,1,1.5,2,0.3,2,,4,3,2,36.15,33.9,8,ミッキーソルジャー
4,,8,ブルスカメンテ,牝,4,428,  0,0,7,23.8, ,101,8,55,,*,石川裕紀,(美),黒岩陽一,ドゥラメンテ,Galileo,,ニアークティック系,10,26,4東9,9,１勝ｸﾗｽ,芝,1600,稍,,浜中,54.0,,5,18.4,8,0.6,4,,,11,12,37.02,33.1,2,ラージギャラリー
5,,9,クリフハンガー,セ,5,454,- 2,- 2,8,38.0, ,107,5,58,,,荻野極,(美),上原博之,ルーラーシップ,ステイゴールド,ネイティヴダンサー系,ロイヤルチャージャー系,11,22,3福5,8,高湯温泉･1勝,芝,1800,良,,荻野,58.0,,7,25.2,6,0.2,14,10,9,7,8,37.20,34.3,5,バルナバ
5,,10,キャトルエピス,牝,4,454,- 4,- 4,3,8.3, ,117,4,55,,*,横山武史,(美),栗田徹,キズナ,Sageburg,,,12,21,5名6,4,１勝ｸﾗｽ,芝,1600,稍,,吉田,55.0,,3,5.6,3,0.1,2,,1,1,1,35.70,36.4,14,ミトノオルフェ
6,,11,ショウナンマリーナ,牝,4,434,+ 6,+ 6,14,257.2, , 96,11,55,,,丸山元気,(美),森一誠,リアルスティール,ハーツクライ,,ロイヤルチャージャー系,10,5,4東2,4,１勝ｸﾗｽ,芝,1400,良,,丸山,54.0,,9,49.5,15,1.2,13,,,9,11,35.33,34.2,15,レイククレセント
6,,12,スペシャルバニー,牝,4,408,- 2,- 2,15,416.1, , 81,14,55,,*,大野拓弥,(美),田村康仁,バゴ,ディープインパクト,ナスルーラ系,ロイヤルチャージャー系,10,26,4新4,12,１勝ｸﾗｽ・牝,芝,1800,稍,,菊沢,54.0,,13,95.2,12,0.9,7,,,12,13,37.75,34.7,9,ラブリーリディア
7,,13,シアブリス,牝,5,458,+12,+12,10,85.5, ,102,7,53,▲,*,舟山瑠泉,(美),黒岩陽一,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,8,2,1札3,10,１勝ｸﾗｽ,芝,1800,良,,丹内,56.0,,6,11.0,6,1.6,5,3,3,3,4,36.00,36.2,10,ハートメテオ
7,,14,チョングク,牡,4,486,- 4,- 4,13,121.7, , 93,13,57,,,嶋田純次,(美),南田美知,ディープブリランテ,アドマイヤコジーン,ロイヤルチャージャー系,ナスルーラ系,11,1,4東A,連,１勝ｸﾗｽ,芝,1800,良,,嶋田,56.0,,11,195.7,11,1.1,11,,9,9,9,35.25,34.7,7,ベストミーエヴァー
8,,15,スモーキーゴッド,牡,4,460,+12,+12,6,20.9, , 97,10,57,,*,杉原誠人,(美),萩原清,シルバーステート,キングカメハメハ,,ネイティヴダンサー系,11,1,4東A,2,１勝ｸﾗｽ,芝,1800,良,,大野,56.0,,6,28.2,9,1.0,12,,2,3,3,34.85,35.4,9,ベストミーエヴァー
8,,16,ウインイザナミ,牝,4,500,+ 2,+ 2,5,20.8,>,107,5,55,,,丹内祐次,(美),上原博之,モーリス,ゼンノロブロイ,,ロイヤルチャージャー系,8,3,1札4,7,未勝利,芝,1500,良,,丹内,55.0,,1,3.5,1,-0.0,6,,7,3,3,34.53,36.0,2,(アルシャンティ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010409,2026.1.11,日,中山,1中4,9,初咲賞,2勝,芝,1800,C,4,良,晴,14,14:30,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ホウオウシンデレラ,牝,5,476,  0,0,10,68.3, , 89,11,56,,,丸田恭介,(美),奥村武,エピファネイア,"Gilded Time",,その他のエクリプス系,12,21,5中6,4,チバテレ･2勝,芝,2000,重,,丸田,56.0,,10,76.4,8,1.3,9,9,9,9,8,36.77,36.3,7,シャドウメテオ
2,,2,ビターグラッセ,牝,6,502,  0,0,4,6.2, ,103,6,56,,*,菅原明良,(美),栗田徹,ルーラーシップ,サクラバクシンオー,ネイティヴダンサー系,ナスルーラ系,12,21,5中6,33,チバテレ･2勝,芝,2000,重,,横山,56.0,,5,12.0,6,0.7,5,5,5,5,4,36.64,36.0,5,シャドウメテオ
3,,3,ジャルディニエ,牝,4,448,- 6,- 6,6,17.3, ,104,5,55,,*,西村淳也,(栗),奥村豊,アドマイヤマーズ,"Wildcat Heir",,ニアークティック系,11,15,4京3,5,２勝ｸﾗｽ・牝,芝,2000,良,,Ｃ．,54.0,,3,6.1,5,2.0,6,2,2,2,2,35.91,37.7,5,キーパフォーマー
4,,4,ヴァイルマティ,牝,6,508,+ 6,+ 6,9,61.0, , 94,9,56,,,丹内祐次,(美),鹿戸雄一,ゴールドシップ,ブライアンズタイム,,ロイヤルチャージャー系,12,21,5中6,12,チバテレ･2勝,芝,2000,重,,丹内,56.0,,11,109.4,5,0.7,11,9,9,11,10,36.86,35.5,3,シャドウメテオ
4,,5,ブラックルビー,牝,4,434,+ 2,+ 2,3,5.3, , 97,7,55,,*,戸崎圭太,(美),田中博康,キズナ,シンボリクリスエス,,ロイヤルチャージャー系,11,15,5東3,7,２勝ｸﾗｽ,芝,1600,良,,プー,55.0,,6,17.8,12,1.5,10,,,4,5,36.18,34.6,12,ダノンセンチュリー
5,,6,ロムネヤ,牝,7,430,- 4,- 4,8,54.7, , 96,8,56,,*,北村宏司,(美),国枝栄,ディープインパクト,"All American",ロイヤルチャージャー系,,12,21,5中6,4,チバテレ･2勝,芝,2000,重,,佐々,56.0,,8,27.7,9,1.4,8,5,6,5,4,36.64,36.7,9,シャドウメテオ
5,,7,コンドゥイア,牝,4,486,  0,0,1,3.1, ,118,1,55,,*,三浦皇成,(栗),井上智史,フォーウィールドライブ,ディープインパクト,,ロイヤルチャージャー系,12,21,5中6,4,チバテレ･2勝,芝,2000,重,,マー,55.0,,4,6.0,3,0.1,3,2,2,2,2,36.47,35.8,4,シャドウメテオ
6,,8,コムユンプリュム,牝,4,436,+ 8,+ 8,2,4.0, ,106,4,55,,*,荻野極,(美),鹿戸雄一,ブリックスアンドモルタル,"Le Havre",,ナスルーラ系,11,15,5東3,5,２勝ｸﾗｽ,芝,1600,良,,松山,55.0,,4,16.2,8,0.8,3,,,2,2,36.06,34.1,10,ダノンセンチュリー
6,,9,ビッグデイメイク,牝,4,432,+ 8,+ 8,13,181.3, , 85,13,55,,*,石神深道,(美),和田雄二,リアルスティール,メイショウサムソン,,ニアークティック系,12,27,5阪7,2,２勝ｸﾗｽ,芝,2000,良,,森田,52.0,▲,9,340.2,5,1.0,9,7,7,7,6,36.77,35.1,4,ミュージシャン
7,B,10,オルノア,牝,6,494,  0,0,5,6.7, ,117,2,56,,,内田博幸,(栗),新谷功一,ゴールドシップ,クロフネ,,ニアークティック系,12,21,5中6,4,チバテレ･2勝,芝,2000,重,B,内田,56.0,,6,15.3,2,0.1,10,1,1,1,1,36.39,36.0,5,シャドウメテオ
7,,11,トレミニョン,牝,5,486,+12,+12,7,18.5, ,108,3,56,,*,横山和生,(美),和田勇介,リアルインパクト,"Anabaa Blue",,ニアークティック系,9,7,2札6,2,ＨＴＢ賞･2勝,芝,1800,稍,,松本,56.0,,8,19.9,8,0.6,5,2,2,2,2,36.40,37.4,10,タイキラフター
8,,12,ナムララジベラ,牝,6,488,+10,+10,12,150.9, , 87,12,56,,,小林脩斗,(美),石栗龍彦,リアルスティール,Kingmambo,,ネイティヴダンサー系,12,14,5中4,21,霞ヶ浦特･2勝,芝,1800,稍,,小林,56.0,,12,168.2,10,1.1,10,7,7,9,9,36.75,36.4,10,イガッチ
8,,13,グレイトクラウン,牝,5,452,  0,0,11,77.8, , 94,9,56,,,柴田大知,(美),松山将樹,サトノクラウン,ステイゴールド,,ロイヤルチャージャー系,11,24,3福6,4,五色沼特･2勝,芝,1800,良,,柴田,56.0,,15,101.3,12,0.4,16,7,7,7,6,36.45,35.0,10,ノーランサンライズ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010410,2026.1.11,日,中山,1中4,10,ポルックスＳ,ｵｰﾌﾟﾝ,ダート,1800,,4,良,曇,16,15:05,,別定,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ラインオブソウル,牡,7,520,-10,-10,13,121.9, ,100,11,57,,*,石川裕紀,(栗),東田明士,シニスターミニスター,スマートボーイ,ナスルーラ系,ニアークティック系,9,27,4阪8,8,シリウスＨG3,ダ,2000,良,,松若,55.0,,11,87.7,12,1.9,9,13,12,12,11,37.93,38.2,11,ホウオウルーレット
1,,2,サンマルパトロール,牡,6,490,+ 6,+ 6,16,338.1, , 96,14,57,,,石橋脩,(栗),大橋勇樹,ビーチパトロール,ゴールドアリュール,,ロイヤルチャージャー系,9,20,4中6,3,バーレー,ダ,1800,重,,石橋,57.0,,15,305.5,10,1.6,12,10,10,8,7,37.10,38.7,12,ムルソー
2,,3,カゼノランナー,牡,5,536,  0,0,7,14.3, ,107,8,57,,*,西村淳也,(栗),松永幹夫,キズナ,キングカメハメハ,,ネイティヴダンサー系,10,19,4東7,7,ブラジＨ(L),ダ,2100,良,,横山,56.0,,2,4.8,10,2.9,5,4,4,3,2,37.32,39.8,10,アピーリングルック
2,,4,ヒューゴ,牡,6,452,- 4,- 4,15,305.2, , 91,16,57,,*,丹内祐次,(美),加藤征弘,コパノリッキー,ウォーエンブレム,,ネイティヴダンサー系,9,20,4中6,4,バーレー,ダ,1800,重,,石川,57.0,,14,221.0,13,2.1,7,12,12,13,12,37.55,38.3,9,ムルソー
