レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010701,2026.1.18,日,中山,1中7,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,,馬齢,３歳
2,B,2,アルデツヨシ,セ,4,478,+ 2,+ 2,6,40.7, , 98,9,57,,*,松岡正海,(美),田中剛,マインドユアビスケッツ,ハーツクライ,,ロイヤルチャージャー系,1,5,1中2,9,１勝ｸﾗｽ,ダ,2400,稍,B,江田,57.0,,2,9.0,13,5.5,8,1,1,13,13,39.50,44.0,13,キャストロププ
3,,3,ウインドワンピース,牡,6,520,+ 8,+ 8,11,149.9, , 97,11,55,▲,*,石田拓郎,(美),新開幸一,ヴァンセンヌ,ヘニーヒューズ,,,12,14,5名4,4,１勝ｸﾗｽ・若,ダ,1800,稍,,川端,55.0,▲,12,69.2,10,0.9,8,5,5,2,4,38.10,39.7,12,コウジョリョウゾク
3,,4,ノクターナル,牝,5,456,+ 4,+ 4,14,524.9, , 87,14,53,▲,*,水沼元輝,(美),加藤和宏,キタサンブラック,"Scat Daddy",,ニアークティック系,12,21,5名6,2,１勝ｸﾗｽ,ダ,1800,稍,,上里,53.0,▲,16,558.5,13,3.1,16,11,12,14,15,38.15,39.9,13,ゼンエスポワール
4,,5,クールシェルタ,牡,7,508,+ 4,+ 4,12,301.5, , 99,7,55,▲,,舟山瑠泉,(美),高橋文雅,アポロキングダム,ジェニュイン,ネイティヴダンサー系,ロイヤルチャージャー系,12,27,5中7,2,１勝ｸﾗｽ,ダ,1800,稍,B,舟山,55.0,▲,12,306.4,9,1.7,5,8,8,10,10,38.15,39.3,7,ミダース
4,,6,リラゲイル,牡,4,464,- 2,- 2,2,6.9, ,112,2,57,,,荻野極,(美),矢野英一,ブリックスアンドモルタル,スウェプトオーヴァーボード,,ネイティヴダンサー系,12,27,5中7,6,１勝ｸﾗｽ,ダ,1800,稍,,荻野,57.0,,7,19.1,3,0.4,10,13,12,10,8,38.20,37.9,1,ミダース
5,,7,ロードインフェルノ,牡,5,488,  0,0,8,79.2, ,100,6,58,,,丹内祐次,(美),尾形和幸,サトノアラジン,フレンチデピュティ,,ニアークティック系,1,10,1中3,12,１勝ｸﾗｽ,ダ,1800,良,,丹内,58.0,,12,53.3,9,1.4,12,8,9,12,10,38.30,39.1,7,ニシノブレイゼスト
5,,8,ツマヤ,牡,5,536,- 6,- 6,7,59.7, , 98,9,58,,,原田和真,(美),小野次郎,キズナ,シンボリクリスエス,,ロイヤルチャージャー系,10,12,4東4,34,１勝ｸﾗｽ,ダ,1600,良,,原田,58.0,,13,150.5,8,0.8,16,,,5,4,37.08,37.3,12,アデランテ
6,,9,アリステア,牡,4,492,+ 6,+ 6,4,17.1,>,107,3,57,,,斎藤新,(美),斎藤誠,キタサンブラック,ウォーエンブレム,,ネイティヴダンサー系,5,24,1新7,2,未勝利,ダ,1800,良,,斎藤,57.0,,2,5.7,1,-0.0,9,4,4,2,2,37.65,39.4,7,(フランキーバローズ)
6,B,10,ディースプレマシー,牡,4,454,- 2,- 2,5,26.9, ,103,5,57,,,石橋脩,(美),牧光二,ディーマジェスティ,"Proudest Romeo",,,1,4,1中1,6,１勝ｸﾗｽ,ダ,1800,稍,B,石橋,57.0,,11,106.5,3,0.9,12,14,14,12,11,37.65,39.4,4,バタール
7,,11,ノアヴィヴァーチェ,牡,4,500,+ 4,+ 4,3,8.2, ,106,4,57,,*,菅原明良,(美),鈴木慎太,モーニン,ハービンジャー,,ニアークティック系,1,4,1中1,3,１勝ｸﾗｽ,ダ,1800,稍,,矢野,57.0,,7,16.5,4,0.9,8,12,12,13,11,37.70,39.3,2,バタール
7,,12,ブレットフライ,牡,7,510,- 6,- 6,10,122.4, , 99,7,58,,*,原優介,(美),萱野浩二,フリオーソ,フジキセキ,ロイヤルチャージャー系,ロイヤルチャージャー系,7,20,2福8,連,１勝ｸﾗｽ,ダ,1700,良,,木幡,58.0,,10,46.3,9,2.0,6,9,10,10,10,37.75,38.2,8,ブルータス
8,,13,エポカリーナ,牡,4,468,+10,+10,9,99.4, , 97,11,54,▲,,石神深道,(美),土田稔,エポカドーロ,オウケンブルースリ,,ナスルーラ系,12,13,5名3,3,１勝ｸﾗｽ,ダ,1900,良,,石神,54.0,▲,10,140.5,6,1.3,5,8,8,10,12,38.58,38.6,4,ギュルヴィ
8,B,14,ホークライト,セ,4,488,+ 2,+ 2,1,1.2, ,130,1,57,,*,ルメール,(美),中舘英二,ハービンジャー,クロフネ,ニアークティック系,ニアークティック系,12,27,5中7,8,１勝ｸﾗｽ,ダ,1800,稍,B,戸崎,57.0,,1,3.5,2,0.1,2,11,11,2,3,37.85,38.3,4,ミダース
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010707,2026.1.18,日,中山,1中7,7,,2勝,芝,2200,C,4,良,晴,18,13:25,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヴァリディシームス,牡,4,494,+ 4,+ 4,3,7.3, ,119,3,57,,*,戸崎圭太,(栗),中内田充,キズナ,Dynaformer,,ロイヤルチャージャー系,10,18,4東6,2,２勝ｸﾗｽ,芝,2000,良,,川田,56.0,,1,1.5,3,0.4,1,,5,5,5,36.99,33.9,1,エラン
1,,2,オールマイデイズ,牡,6,504,+ 2,+ 2,6,53.9, ,106,7,58,,,荻野極,(美),矢嶋大樹,リアルスティール,シンボリクリスエス,,ロイヤルチャージャー系,12,7,5中2,8,２勝ｸﾗｽ,芝,2500,良,,荻野,58.0,,7,34.3,3,1.1,9,8,8,9,8,36.98,34.5,4,ミクニインスパイア
2,,3,ヴァリージア,牡,6,518,+ 8,+ 8,2,7.1,>,115,5,58,,,ルメール,(栗),斉藤崇史,ドゥラメンテ,"Equal Stripes",,,12,21,5阪6,6,１勝ｸﾗｽ,芝,2200,重,,ルメ,58.0,,2,5.4,1,-0.1,3,15,15,11,7,36.45,35.5,1,(サミダレナイツ)
2,,4,オストラヴァ,牡,4,480,  0,0,4,11.8, ,121,2,57,,,津村明秀,(美),林徹,スクリーンヒーロー,キンシャサノキセキ,ロイヤルチャージャー系,ロイヤルチャージャー系,12,28,5中8,26,グッドＨ･2勝,芝,2500,良,,津村,54.0,,4,9.1,3,0.3,6,2,2,3,3,37.17,36.2,7,コーチェラバレー
3,,5,フィーリウス,牡,4,504,- 8,- 8,5,15.4, ,117,4,57,,*,丹内祐次,(美),手塚貴久,キタサンブラック,ロードカナロア,,,12,28,5中8,3,グッドＨ･2勝,芝,2500,良,,マー,55.0,,3,4.3,4,0.3,3,3,4,2,1,37.11,36.4,8,コーチェラバレー
3,,6,プラニスフェリオ,牡,6,514,+16,+16,14,369.3, , 95,11,58,,,国分恭介,(栗),牧浦充徳,ドゥラメンテ,Galileo,,ニアークティック系,1,26,1小2,2,海の中道･2勝,芝,2600,良,,国分,58.0,,12,110.2,14,1.3,4,3,3,5,6,37.35,36.5,13,グランアルティスタ
4,,7,レイデラルース,牡,5,478,- 8,- 8,7,84.5, ,110,6,58,,*,北村宏司,(美),西田雄一,レイデオロ,ダイワメジャー,,ロイヤルチャージャー系,12,1,5中2,10,２勝ｸﾗｽ,芝,2500,良,,津村,56.0,,4,9.2,3,0.6,3,3,3,3,3,36.19,36.2,7,ホウオウムサシ
4,,8,ズイウンゴサイ,牡,5,474,+ 2,+ 2,8,126.9, , 89,16,58,,,丸田恭介,(美),武市康男,シュヴァルグラン,チチカステナンゴ,,ナスルーラ系,11,1,4東A,3,本栖湖Ｈ･2勝,芝,2400,良,,丸田,55.0,,6,16.1,6,0.7,1,8,8,8,7,37.33,33.5,3,トリプルコーク
5,,9,ウインネモフィラ,牝,6,452,+ 8,+ 8,10,261.4, , 95,11,56,,,黛弘人,(美),奥平雅士,ゴールドシップ,ゼンノロブロイ,,ロイヤルチャージャー系,11,16,3福4,13,三陸特別･2勝,芝,2600,良,,黛弘,56.0,,11,43.5,8,0.8,10,7,6,8,8,38.07,35.3,7,ローザサンリヴァル
5,,10,ウインルピナス,牝,6,440,+ 2,+ 2,9,158.1, , 93,15,56,,,松岡正海,(美),鈴木伸尋,ゴールドシップ,ボストンハーバー,,ナスルーラ系,11,30,5東8,6,オリエＨ･2勝,芝,2000,良,,松岡,53.0,,8,72.5,5,0.6,5,,4,6,6,36.30,34.3,3,レイニング
6,,11,オウケンボルト,牡,7,462,+ 6,+ 6,11,276.0, , 95,11,58,,,北村友一,(美),土田稔,フェノーメノ,オウケンブルースリ,,ナスルーラ系,12,28,5中8,5,グッドＨ･2勝,芝,2500,良,,北村,54.0,,13,202.1,7,0.6,11,10,10,11,11,37.39,35.8,4,コーチェラバレー
6,,12,レッドバンデ,牡,4,494,+12,+12,1,1.3,+,128,1,57,,,佐々木大,(美),大竹正博,キズナ,"Lord of England",,ナスルーラ系,10,26,3京9,6,菊花賞G1,芝,3000,稍,,佐々,57.0,,9,17.4,5,0.5,9,7,6,6,4,37.25,35.5,7,エネルジコ
7,,13,ブラックボイス,牡,7,530,+ 4,+ 4,14,369.3, ,100,8,58,,*,斎藤新,(美),浅利英明,ブラックタイド,"Giant's Causeway",ロイヤルチャージャー系,ニアークティック系,7,12,2福5,16,信夫山特･2勝,芝,2600,良,,杉原,58.0,,7,19.2,11,3.8,11,2,2,2,2,38.10,40.0,11,ロードオールライト
7,,14,マイネルフォルツァ,牡,6,526,+ 2,+ 2,13,314.1, , 95,11,55,▲,*,石神深道,(美),金成貴史,ゴールドシップ,グラスワンダー,,ロイヤルチャージャー系,1,5,1中2,2,初日の出･2勝,芝,2000,良,,野中,58.0,,9,50.4,9,0.7,7,5,5,5,5,37.46,34.9,9,ダンツファイター
8,,15,アナレンマ,セ,8,442,-10,-10,16,403.6, , 97,9,56,△,*,長浜鴻緒,(美),中舘英二,ディープインパクト,Galileo,ロイヤルチャージャー系,ニアークティック系,12,21,5名6,8,名古屋日･2勝,芝,2000,稍,,小沢,58.0,,10,108.1,5,0.3,10,4,3,4,3,37.54,35.6,7,ディヴァインスター
8,,16,セイウンパシュート,牡,6,482,+ 8,+ 8,12,293.4, , 97,9,58,,*,杉原誠人,(美),上原博之,ハーツクライ,キングカメハメハ,ロイヤルチャージャー系,ネイティヴダンサー系,12,28,5中8,11,グッドＨ･2勝,芝,2500,良,,プー,55.0,,8,70.1,12,1.2,7,5,5,7,9,37.26,36.8,10,コーチェラバレー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010708,2026.1.18,日,中山,1中7,8,,2勝,ダート,1800,,4,良,晴,16,13:55,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リアルクィーン,牝,4,462,+ 6,+ 6,4,11.6, , 98,11,52,▲,*,舟山瑠泉,(栗),石坂公一,リアルスティール,ハービンジャー,,ニアークティック系,11,23,4京6,2,２勝ｸﾗｽ,ダ,1800,良,,田山,51.0,▲,8,59.3,6,1.0,3,8,8,9,8,38.45,36.3,5,モックモック
1,B,2,カフェアローロ,牝,5,512,- 2,- 2,11,62.0, ,105,6,56,,*,北村宏司,(美),古賀慎明,ダンカーク,マンハッタンカフェ,,ロイヤルチャージャー系,12,28,5中8,3,ハッピー･2勝,ダ,1800,良,B,佐々,56.0,,8,59.1,6,2.2,8,9,9,9,4,37.65,39.8,6,ジェイエルマスター
2,,3,タイヨウフレア,牝,4,514,+12,+12,12,78.3, , 99,10,55,,*,大野拓弥,(美),杉浦宏昭,ドレフォン,ヴィクトワールピサ,,ロイヤルチャージャー系,11,15,5東3,3,三浦特別･2勝,ダ,1600,良,,松山,55.0,,9,64.3,10,1.1,9,,,8,8,36.90,36.9,10,ロフティストーリー
2,B,4,ロフティーイデアル,牝,6,470,+16,+16,7,23.2, ,110,3,56,,*,佐々木大,(美),林徹,サトノクラウン,サンデーサイレンス,,ロイヤルチャージャー系,12,7,5名2,11,犬山特別･2勝,ダ,1800,良,B,松山,56.0,,6,11.4,7,1.4,1,2,3,3,3,37.10,39.7,10,エイシンナデシコ
3,B,5,ネクストダンサー,牝,4,496,+12,+12,10,26.6,>,110,3,55,,,横山武史,(美),伊藤圭三,ドレフォン,サウスヴィグラス,,ネイティヴダンサー系,6,22,1函4,4,１勝ｸﾗｽ・牝,ダ,1700,重,B,横山,53.0,,1,2.9,1,-0.1,1,3,3,5,4,36.65,38.4,2,(ランスノーブル)
3,,6,サツキノジョウ,牝,5,460,+12,+12,6,20.7, , 97,12,56,,*,丹内祐次,(美),武井亮,レイデオロ,フジキセキ,,ロイヤルチャージャー系,11,9,4京2,7,２勝ｸﾗｽ・牝,ダ,1800,重,,高杉,56.0,,11,42.7,7,0.8,9,10,10,10,8,36.85,36.8,5,ツキノアカリ
4,,7,レディーフランシス,牝,4,446,- 2,- 2,3,5.8, ,104,7,55,,,横山和生,(美),和田勇介,オルフェーヴル,ウォーエンブレム,,ネイティヴダンサー系,11,23,5東5,8,２勝ｸﾗｽ,ダ,1600,良,,横山,55.0,,6,22.3,7,0.7,4,,,4,6,37.92,36.0,9,セギレエルビエント
4,B,8,ヴォンフレ,牝,4,486,  0,0,8,24.0, ,110,3,55,,*,松岡正海,(美),村田一誠,ブラックタイド,プリサイスエンド,ロイヤルチャージャー系,ネイティヴダンサー系,12,7,5名2,7,犬山特別･2勝,ダ,1800,良,,ルメ,55.0,,1,4.6,11,2.0,2,5,4,4,4,37.20,40.1,12,エイシンナデシコ
5,,9,リュウノタブーク,牝,5,450,+10,+10,13,111.6, , 94,14,56,,*,嶋田純次,(美),伊坂重信,オルフェーヴル,クロフネ,,ニアークティック系,10,18,4東6,2,２勝ｸﾗｽ,ダ,1400,良,,山本,56.0,,9,22.6,11,2.0,11,,,4,5,36.23,38.4,12,コシュデリ
5,,10,イゾラフェリーチェ,牝,5,494,- 2,- 2,5,13.4, ,102,8,56,,*,三浦皇成,(美),鹿戸雄一,サトノクラウン,ハーツクライ,,ロイヤルチャージャー系,11,24,5東6,9,２勝ｸﾗｽ・牝,ダ,1400,良,,プー,56.0,,7,26.6,5,1.0,9,,,7,7,35.48,36.9,6,パラサイコロジー
6,,11,エーリアル,牝,5,522,+14,+14,2,5.3, ,114,2,56,,,ルメール,(美),西田雄一,リアルインパクト,キングカメハメハ,,ネイティヴダンサー系,6,15,3阪4,3,逆瀬川特･2勝,ダ,1800,重,,ルメ,56.0,,2,4.2,5,0.9,1,6,6,4,4,37.10,38.4,8,タクシンイメル
6,,12,ベルイストワール,牝,5,566,+ 4,+ 4,15,160.4, , 97,12,56,,,杉原誠人,(美),宮田敬介,ミッキーグローリー,"Giant's Causeway",,ニアークティック系,12,28,5中8,32,ハッピー･2勝,ダ,1800,良,,杉原,56.0,,10,80.3,9,3.1,12,9,9,9,10,37.65,40.7,9,ジェイエルマスター
7,B,13,オーケーマヒナ,牝,4,458,- 8,- 8,9,24.4, ,100,9,55,,*,石川裕紀,(美),相沢郁,モズアスコット,フジキセキ,,ロイヤルチャージャー系,12,28,5中8,6,ハッピー･2勝,ダ,1800,良,,横山,55.0,,7,48.5,10,3.5,13,4,4,6,7,37.50,41.4,10,ジェイエルマスター
7,,14,レイバックスピン,牝,4,488,+ 4,+ 4,1,2.1, ,120,1,55,,*,戸崎圭太,(栗),牧浦充徳,リアルスティール,ハービンジャー,,ニアークティック系,12,6,5中1,12,鹿島特別･2勝,ダ,1800,良,,マー,55.0,,2,4.2,4,0.2,7,3,3,3,3,37.50,38.4,7,ブルータス
8,,15,コスモマルーン,牝,6,474,  0,0,16,481.1, , 91,15,56,,,吉田豊,(美),土田稔,ロージズインメイ,タマモクロス,ロイヤルチャージャー系,ナスルーラ系,12,28,5中8,5,ハッピー･2勝,ダ,1800,良,,吉田,56.0,,13,358.7,8,2.7,11,11,11,13,13,37.90,39.8,6,ジェイエルマスター
8,,16,マフィン,牝,5,420,+10,+10,14,137.1, , 82,16,54,△,*,長浜鴻緒,(美),大和田成,ミッキーアイル,トワイニング,,ネイティヴダンサー系,12,6,5阪1,4,２勝ｸﾗｽ,ダ,1400,良,,国分,56.0,,15,401.9,11,1.0,16,,,11,10,35.78,37.2,6,メイショウツヨキ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010709,2026.1.18,日,中山,1中7,9,若潮Ｓ,3勝,芝,1600,C,3,良,晴,16,14:30,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ジュノー,セ,8,538,+ 4,+ 4,12,187.1, , 98,12,58,,*,江田照男,(美),田中勝春,"Dark Angel","Rail Link",,,11,15,5東3,連,奥多摩Ｓ･3勝,芝,1400,良,,丸田,58.0,,17,203.0,7,0.7,17,,,17,14,35.93,33.3,4,マイネルチケット
2,,2,レッドアトレーヴ,牡,5,490,+ 4,+ 4,6,15.1, ,113,7,58,,,横山和生,(美),手塚貴久,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,12,28,5中8,13,ファイＨ･3勝,芝,1600,良,,横山,57.0,,8,30.3,4,0.7,11,,2,1,1,35.76,34.7,13,ジョイフルニュース
2,,3,サムハンター,牡,8,500,+ 2,+ 2,14,240.2, , 95,13,58,,*,斎藤新,(栗),高橋康之,マジェスティックウォリアー,グラスワンダー,,ロイヤルチャージャー系,12,28,5中8,8,ファイＨ･3勝,芝,1600,良,,横山,54.0,,13,95.7,12,1.3,14,,15,10,11,36.30,34.4,10,ジョイフルニュース
3,B,4,パワーホール,セ,5,500,+ 2,+ 2,4,8.1, ,114,6,58,,*,田辺裕信,(栗),昆貢,スワーヴリチャード,コマンズ,,ニアークティック系,11,23,5東5,3,秋色ＳＨ･3勝,芝,1600,良,B,横山,57.0,,4,8.2,8,0.6,9,,,3,3,34.68,34.7,16,エンペラーズソード
3,,5,コートアリシアン,牝,4,448,- 6,- 6,2,4.5, ,126,2,55,,,佐々木大,(美),伊藤大士,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,11,23,5東5,8,秋色ＳＨ･3勝,芝,1600,良,,佐々,54.0,,2,3.6,2,0.2,1,,,11,8,35.16,33.5,3,エンペラーズソード
4,B,6,ケイデンシーマーク,牝,6,446,+ 2,+ 2,10,65.8, ,103,10,56,,,津村明秀,(栗),福永祐一,ロードカナロア,ハーツクライ,,ロイヤルチャージャー系,12,28,5中8,11,ファイＨ･3勝,芝,1600,良,B,津村,53.0,,10,45.8,7,1.0,9,,1,2,2,35.88,34.8,14,ジョイフルニュース
4,,7,ポルカリズム,牝,6,488,- 6,- 6,5,9.1, ,115,5,56,,,三浦皇成,(栗),中内田充,ロードカナロア,フジキセキ,,ロイヤルチャージャー系,11,23,5東5,8,秋色ＳＨ･3勝,芝,1600,良,,三浦,54.0,,5,10.4,5,0.4,6,,,7,8,35.16,33.7,6,エンペラーズソード
5,,8,グローリーリンク,牝,4,510,- 4,- 4,1,2.4, ,128,1,55,,,北村友一,(栗),吉岡辰弥,キズナ,エンパイアメーカー,,ネイティヴダンサー系,12,28,5中8,10,ファイＨ･3勝,芝,1600,良,,北村,54.0,,2,3.7,2,0.3,1,,3,4,4,36.06,33.8,2,ジョイフルニュース
5,,9,ユキノロイヤル,牡,5,458,+ 6,+ 6,9,37.9, ,117,4,58,,,石橋脩,(美),小野次郎,ディーマジェスティ,タイキシャトル,,ロイヤルチャージャー系,12,13,5中3,11,常総Ｓ･3勝,芝,1800,良,,石橋,58.0,,5,10.3,4,0.2,13,2,2,2,2,36.55,34.4,9,マイネルオーシャン
6,B,10,ブランデーロック,牡,7,490,+ 2,+ 2,13,195.5,+,101,11,58,,,原優介,(美),青木孝文,マクフィ,マーベラスサンデー,,ロイヤルチャージャー系,1,4,1中1,8,中山金杯ＨG3,芝,2000,良,B,原優,51.0,,13,95.9,9,0.6,13,12,12,13,12,37.16,34.2,4,カラマティアノス
6,B,11,セブンマジシャン,牡,6,496,+ 2,+ 2,3,5.8, ,124,3,58,,*,横山武史,(栗),高野友和,ジャスタウェイ,メイショウサムソン,,ニアークティック系,12,28,5中8,6,ファイＨ･3勝,芝,1600,良,B,Ｃ．,57.0,,3,6.2,2,0.3,5,,3,3,2,36.00,33.9,4,ジョイフルニュース
7,,12,エリーズダイヤ,牝,6,492,- 2,- 2,15,301.6, , 95,13,56,,,松岡正海,(美),戸田博文,ハーツクライ,フレンチデピュティ,ロイヤルチャージャー系,ニアークティック系,12,28,5中8,6,フェアウ･3勝,ダ,1200,良,,松岡,56.0,,15,150.1,9,0.8,14,,,9,8,34.10,37.6,8,カンパニョーラ
7,,13,マルチャン,牡,6,482,- 6,- 6,11,167.0, , 91,15,58,,,丸田恭介,(美),武市康男,ラブリーデイ,スウェプトオーヴァーボード,,ネイティヴダンサー系,12,28,5中8,10,ファイＨ･3勝,芝,1600,良,,丸田,55.0,,14,114.1,13,1.5,12,,8,10,13,36.30,34.6,12,ジョイフルニュース
8,B,14,メタルスピード,牡,6,530,+ 6,+ 6,7,18.0,>,110,8,58,,*,丹内祐次,(美),斎藤誠,シルバーステート,Shamardal,,ニアークティック系,12,21,5中6,10,２勝ｸﾗｽ,芝,1600,重,,佐々,58.0,,2,4.6,1,-0.0,7,,2,2,1,35.28,35.7,7,(ピコローズ)
8,,15,ウインレイアー,牝,6,470,+ 6,+ 6,8,35.0, ,108,9,56,,*,高杉吏麒,(美),和田雄二,シルバーステート,Arch,,ロイヤルチャージャー系,11,15,5東3,5,奥多摩Ｓ･3勝,芝,1400,良,,柴田,56.0,,12,75.0,6,0.6,13,,,2,2,34.95,34.5,13,マイネルチケット
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010710,2026.1.18,日,中山,1中7,10,ジャニュアリーＳ,ｵｰﾌﾟﾝ,ダート,1200,,2,良,晴,16,15:05,,別定,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ワールズコライド,牡,6,550,-10,-10,10,33.5, ,101,12,57,,*,佐々木大,(美),堀宣行,"War Front",Galileo,ニアークティック系,ニアークティック系,8,17,2新8,40,ＮＳＴ賞Ｈ,ダ,1200,良,,大野,56.0,,12,59.0,9,0.9,13,,,3,3,33.80,37.6,12,クロジシジョー
1,,2,オーブルクール,牝,5,488,+14,+14,9,25.7, ,128,2,55,,,石橋脩,(美),矢野英一,デクラレーションオブウォー,タイキシャトル,,ロイヤルチャージャー系,7,20,2福8,2,福島テレ,ダ,1150,良,,石橋,55.0,,1,2.7,2,0.4,4,,,2,3,34.25,36.3,7,シアージスト
2,,3,バンデルオーラ,牡,7,484,+ 4,+ 4,14,149.7, ,107,9,57,,,国分恭介,(栗),牧浦充徳,トーセンラー,サクラバクシンオー,,ナスルーラ系,11,9,3福2,5,みちのく,芝,1200,良,,国分,57.0,,4,10.6,9,0.6,3,,,9,8,34.10,34.8,7,レイピア
2,,4,カンパニョーラ,牝,7,466,+ 2,+ 2,11,38.3,>,108,8,55,,,吉田豊,(美),伊坂重信,ジャスタウェイ,"Lizard Island",,,12,28,5中8,6,フェアウ･3勝,ダ,1200,良,,吉田,56.0,,8,21.5,1,-0.0,4,,,16,16,35.10,35.8,1,(コブラ)
3,,5,ジュンウィンダム,牝,6,508,- 6,- 6,13,49.1, , 99,14,55,,*,津村明秀,(栗),浜田多実,カレンブラックヒル,ベーカバド,,ニアークティック系,10,4,3京1,7,オパーＨ(L),芝,1200,重,,小沢,54.0,,8,18.4,12,0.7,17,,,11,13,34.50,33.9,7,メイショウソラフネ
3,,6,エコロアゼル,牡,4,532,- 2,- 2,2,3.2, ,125,5,57,,*,戸崎圭太,(栗),森秀行,Shancelot,"Twirling Candy",,,12,14,5中4,6,カペラＳG3,ダ,1200,稍,,団野,56.0,,6,15.0,3,1.1,2,,,3,1,33.00,36.7,9,テーオーエルビス
4,B,7,バグラダス,牡,6,498,+10,+10,4,10.4, , 97,15,57,,*,横山和生,(美),嘉藤貴行,マジェスティックウォリアー,ディープインパクト,,ロイヤルチャージャー系,10,26,4新4,6,ルミエＨ(L),芝,1000,稍,B,古川,56.0,,9,24.1,9,0.9,12,,,,15,35.25,32.7,3,イコサン
4,B,8,ソニックスター,セ,5,548,  0,0,8,25.1, , 94,16,57,,*,内田博幸,(美),木村哲也,"Into Mischief",Speightstown,,ネイティヴダンサー系,11,1,4東A,10,ペルセウＨ,ダ,1600,重,,三浦,56.0,,13,25.6,13,3.0,7,,,6,6,34.62,38.2,13,ジェイパームス
5,,9,ジョーローリット,牝,5,482,-10,-10,6,17.9, ,120,6,55,,*,横山武史,(栗),中竹和也,ダノンレジェンド,ジョーカプチーノ,,ロイヤルチャージャー系,12,7,5阪2,9,りんくうＨ,ダ,1200,良,,鮫島,54.0,,4,7.4,3,0.1,16,,,2,2,35.10,35.6,9,メイショウホウレン
5,,10,アメリカンステージ,牡,4,536,,,1,3.1, ,133,1,57,,*,北村友一,(栗),矢作芳人,"Into Mischief","Warrior's Reward",,ニアークティック系,11,1,ｱﾒﾘｶ,4,ＢＣＳG1,ダ,1200,良,,坂井,56.0,,--,,4,----,,,,,,,----,,0000000000BENTORNATO
6,,11,サンライズパスカル,牡,6,540,+10,+10,15,163.6, ,105,11,57,,,大野拓弥,(栗),石坂公一,ミッキーアイル,クロフネ,,ニアークティック系,10,26,4東9,7,神無月Ｓ,ダ,1400,不,,大野,57.0,,10,26.3,8,0.5,5,,,5,5,35.40,35.4,9,インユアパレス
6,,12,ロードアウォード,セ,6,476,  0,0,3,7.2, ,126,3,58,,*,ルメール,(栗),吉岡辰弥,ロードカナロア,Dubawi,,ネイティヴダンサー系,2,9,1京4,3,令月ＳＨ,ダ,1200,稍,,西村,56.0,,3,6.5,1,-0.4,3,,,2,2,35.40,35.8,6,(インユアパレス)
